rank,lemma,romanization,pos,posExpanded,gloss,example,frequency,dispersion
816,국제,gukje,n.,noun,international,국제 기관에서 일할 생각이 있으신지요? — Are you thinking of working in an international organization?,200,0.75
817,곤,gon,e.,"ending, connective, final","CONNECTIVE, used to",그는 주말에 낚시를 가곤 했어. — He used to go fishing.,200,0.9
818,맞다,matda,v.,verb,"meet, greet, encounter",직원들이 공손하게 손님을 맞았다. — The employee politely greeted customers.,200,0.91
819,국내,gungnae,n.,noun,domestic,국내 물가가 올랐어. — Domestic prices went up.,200,0.65
820,걱정,geokjeong,n.,noun,worry,부모님은 걱정이 많으세요. — My parents worry a lot.,199,0.75
821,회의,hoeui,n.,noun,"meeting, conference",오늘은 회의가 길어지나 보다. — Today the meeting seems to be longer.,199,0.83
822,가르치다,gareuchida,v.,verb,teach,"아이들을 가르치다 보면 그런 생각이 들어요. — While teaching children, that sort of thought occurs to me.",199,0.82
823,가능성,ganeungseong,n.,noun,possibility,수술에 성공할 가능성이 얼마나 되나요? — What is the possibility that the surgery will succeed?,199,0.83
824,원래,wollae,n.,noun,"originally, in itself","원래 제 고향은 부산이에요. — Originally, my hometown was Busan.",199,0.66
825,리,ri,n.b.,noun (bound),"reason, logic",현우가 그렇게 말할 리는 없잖아. — There is no reason for Hyunwu to say so.,199,0.81
826,기관,gigwan,n.,noun,organization,민지는 정부 기관에서 인턴으로 일해. — Minji works as an intern in a government organization.,198,0.82
827,새끼,saekki,n.,noun,"young (animals), baby, bastard (swearing)",곰이 새끼를 보호하려고 달려왔다. — The bear came running to protect the cub.,198,0.63
828,년대,nyeondae,n.b.,noun (bound),COUNTER (year),"요즘 웬지 1990년대 음악이 듣고 싶어. — Recently, I’ve wanted to listen to ’90s music for some reason.",198,0.84
829,대신,daesin,n.,noun,instead,"너 대신 내가 사과했단다. — Instead of you, I apologized.",197,0.97
830,병원,byeongwon,n.,noun,hospital,병원이 최근 감기 환자들로 붐빕니다. — The hospital is currently crowded with patients that have a cold.,197,0.91
831,관련,gwallyeon,n.,noun,"relation, relevance, association",사건과 관련된 이들이 모두 조사받고 있답니다. — I heard that everyone related to the event was investigated.,197,0.7
832,현상,hyeonsang,n.,noun,phenomenon,자연 현상만큼 신비로운 것도 없지. — There is nothing as mysterious as a natural phenomenon.,196,0.86
833,니깐,nikkan,e.,"ending, connective, final","CONNECTIVE, as, because","내가 말하니깐 대답이 없더라. — As I said, there was no response.",196,0.05
834,들어서다,deureoseoda,v.,verb,enter,키가 큰 남자가 사무실로 들어서는 거야. — A tall man entered the office.,196,0.93
835,이해하다,ihaehada,v.,verb,understand,이해해 주셔서 감사드려요. — Thank you for your understanding.,196,0.97
836,대화,daehwa,n.,noun,conversation,그들은 오랜 시간 대화를 나누었다. — They shared a conversation for a while.,196,0.83
837,성격,seonggyeok,n.,noun,"personality, character",쌍둥이가 성격이 아주 다르네요. — The twins have very different personalities.,195,0.9
838,개발,gaebal,n.,noun,"development, exploitation",정부는 경제 개발 계획을 발표했다. — The government announced an economic development plan.,195,0.73
839,단체,danche,n.,noun,organization,시민 단체에서 항의가 들어왔거든요. — There was a complaint from a civic organization.,195,0.82
840,측,cheuk,n.b.,noun (bound),"side, party",신랑 측도 사람들이 많이 왔구나. — s. many people came from the bridegroom’s side.,194,0.76
841,과,gwa,n.,noun,department; COUNTER (lessons),우리 과에는 그런 학생은 없는데요. — There is no such student in our department.,194,0.78
842,통일,tongil,n.,noun,unification,신라의 삼국 통일에 대해 배웠어요. — I learned about Silla’s unification of the Three Kingdoms.,194,0.87
843,적다,jeokda,a.,adjective,few,오늘은 가게에 손님이 적네. — Today there are few people at the store.,193,0.93
844,역할,yeokhal,n.,noun,role,회원들은 맡은 역할에 충실했다. — Members were devoted to their assigned role.,193,0.89
845,사내,sanae,n.,noun,man,사내는 말없이 물건을 건넸다. — The man passed the thing without saying a word.,193,0.63
846,춤,chum,n.,noun,dance,민서가 춤을 춘다. — Minseo is dancing.,193,0.63
847,산업,saneop,n.,noun,industry,국가적 차원에서 산업 투자가 지원되어야지. — Industry investment must be supported at the national level.,192,0.8
848,찍다,jjikda,v.,verb,"take (picture, film, etc.)",우리는 화창한 봄날에 사진을 찍었다. — We took a picture on a bright spring day.,192,0.72
849,무섭다,museopda,a.,adjective,"scary, frightening; scared",나는 무대에 서는 게 무섭다. — I am scared of standing on the stage.,192,0.75
850,그날,geunal,n.,noun,"that day, the same day","그날은 아침부터 비가 쏟아졌다. — From morning on, it poured that day.",192,0.8
851,잠시,jamsi,adv.,adverb,for a minute,우리는 잠시 쉬었다 가기로 했다. — We decided to take a brief rest before continuing.,192,0.84
852,나쁘다,nappeuda,a.,adjective,bad,날씨가 나쁘군요. — The weather is bad.,191,0.81
853,잃다,ilda,v.,verb,lose,관광지에서 시계를 잃어 버렸거든. — I lost my watch at a tourist site.,191,0.97
854,능력,neungnyeok,n.,noun,ability,제 능력을 잘 살릴 수 있는 직업을 가졌으면 해요. — I hope to have a job that will make use of my abilities.,191,0.91
855,차이,chai,n.,noun,"difference, distinction",너는 두 단어의 차이를 아니? — Do you know the difference between the two words?,191,0.88
856,체제,cheje,n.,noun,system,팀의 체제를 다시 정비해야겠습니다. — We should rearrange the team system.,191,0.83
857,살리다,sallida,v.,verb,"save, spare",의사는 환자를 살렸어. — The doctor saved the patient.,190,0.74
858,학년,hangnyeon,n.,noun,COUNTER (school year),민준은 대학 1학년입니다. — Minjun is in the first year of college.,190,0.81
859,직접,jikjeop,adv.,adverb,"directly, in person",회장님이 직접 전화를 주셨다구요. — The president called me directly.,190,0.94
860,기능,gineung,n.,noun,function,핸드폰 기능이 너무 다양하네. — Cellphones have a lot of diverse functions.,189,0.83
861,형태,hyeongtae,n.,noun,"shape, form",형태를 조금 변형시키면 어떨까요? — What about transforming the shape a little?,189,0.84
862,장,jang,n.b.,noun (bound),COUNTER (paper),나는 달력을 한 장 한 장 넘겼다. — I flipped over the calendar page by page.,189,0.86
863,이용하다,iyonghada,v.,verb,use,지하철을 이용하는 사람들이 늘고 있다. — The number of people who use the subway is increasing.,189,0.9
864,매우,maeu,adv.,adverb,"very, really",직원이 매우 친절하네. — The employee is really kind.,188,0.93
865,코,ko,n.,noun,nose,현우는 코가 조금 낮아. — Hyunwu’s nose is a little low.,188,0.79
866,제일,jeil,adv.,adverb,"most, first",그건 내가 제일 갖고 싶은 장난감야. — This is the toy I want the most.,188,0.58
867,늘,neul,adv.,adverb,always,늘 함께 해 준 가족한테 고맙습니다. — I am grateful for my family who have always been with me.,187,0.88
868,짜다,jjada,v.,verb,"make, set up, plan",휴가 계획을 잘 짜셨어요? — Have you set up a good vacation plan?,187,0.49
869,니/이니,ni/ini,p.conj.,particle (conjunction),"and, or, and s. on",민준이는 일이니 출장이니 핑계를 댄다. — Minjun has been using work or business trips as excuses.,187,0.72
870,별로,byeollo,adv.,adverb,not particularly,별로 덥지 않았어요. — It was not particularly hot.,186,0.76
871,방향,banghyang,n.,noun,direction,어느 방향으로 가야 하지? — Which direction should we go in?,186,0.93
872,않다,anda,v.,verb,do not,내 감정은 변하지 않아. — My feelings do not change.,186,0.79
873,벗다,beotda,v.,verb,take off,나는 세탁기에 양말을 벗어 던졌다. — I took off my socks and threw them into the washer.,186,0.71
874,영향,yeonghyang,n.,noun,"influence, impact, effect",이모의 영향으로 나도 그 학교에 진학했어요. — I entered that school because of my aunt’s influence.,186,0.86
875,불다,bulda,v.,verb,blow,오늘은 바람이 세게 부는군요. — Today the wind is blowing strong.,186,0.7
876,행동,haengdong,n.,noun,"behavior, act",그의 행동이 웬지 수상했어. — His behavior was suspicious somehow.,186,0.96
877,육,yuk,num.,number,six,육 개월 정도 해외에 나갈 예정입니다. — I am scheduled to stay abroad for about six months.,185,0.25
878,벌다,beolda,v.,verb,"make, earn",그는 돈을 많이 벌었지만 행복하지 않았다. — He earned a lot of money but didn’t feel happy.,185,0.67
879,분위기,bunwigi,n.,noun,atmosphere,사회 분위기가 요즘 어수선하구나. — The social atmosphere is unsettling these days.,185,0.93
880,시민,simin,n.,noun,citizen,시민의 안전이 우선이지 않습니까? — Isn’t the safety of citizens the priority?,185,0.87
881,꺼내다,kkeonaeda,v.,verb,take out,그는 주머니에서 지갑을 꺼냈다. — He took a wallet out of his pocket.,185,0.79
882,가깝다,gakkapda,a.,adjective,close,집이 여기서 가까우세요? — Is your house close to here?,185,0.97
883,어찌,eojji,adv.,adverb,"how, what",점원은 어찌 할 바를 몰랐다. — The employee didn’t know what to do.,184,0.77
884,마리,mari,n.b.,noun (bound),COUNTER (animal),저는 고양이 두 마리가 있어요. — I have two cats.,184,0.8
885,컴퓨터,keompyuteo,n.,noun,computer,컴퓨터가 고장난 것 같아. — The computer seems to be broken.,184,0.85
886,옮기다,omgida,v.,verb,move,사무실을 옆 건물로 옮기려 해요. — I am trying to move the office to the next building.,184,0.99
887,칼,kal,n.,noun,"knife, sword",요리사는 칼을 조심스럽게 씻었다. — The chef washed the knife carefully.,184,0.69
888,과학,gwahak,n.,noun,science,과학 분야의 성장은 실로 대단하다. — The growth of the scientific field is amazing indeed.,184,0.83
889,제대로,jedaero,adv.,adverb,"properly, right",일이 제대로 되길 기도하자. — Let’s pray that the work is done right.,184,0.95
890,항상,hangsang,adv.,adverb,always,서연이는 항상 웃는다. — Seoyeon always smiles.,183,0.81
891,도시,dosi,n.,noun,city,도시 전체가 축제 분위기였어. — The whole city was in a festive mood.,183,0.95
892,마찬가지,machangaji,n.,noun,same,"섭섭함은 나도 마찬가지야. — As for being disappointed, I feel the same.",183,0.98
893,논,non,n.,noun,rice paddy,논에는 벼가 황금빛으로 빛납니다. — The rice glitters like gold in the rice paddy.,183,0.46
894,담다,damda,v.,verb,"wall, fence",우린 담을 넘어 도망쳤다. — We crossed over the fence and ran away.,183,0.9
895,금,geum,n.,noun,gold,여자는 금으로 된 목걸이를 샀어. — The woman bought a necklace made of gold.,183,0.72
896,세기,segi,n.,noun,century,그는 20세기를 대표하는 예술가였지. — He was an artist representing the twentieth century.,182,0.82
897,국회,gukhwe,n.,noun,"congress, national assembly",국회에서 소동이 있었다. — There was some fuss in the National Assembly.,181,0.73
898,경찰,gyeongchal,n.,noun,police,경찰이 밖에서 지키고 있어. — The police are guarding outside.,181,0.89
899,질,jil,n.,noun,quality,양보다는 질이 중요해요. — Quality is more important than quantity.,181,0.52
900,수준,sujun,n.,noun,"level, standard",이 정도 수준이면 전문가 솜씨인데요. — This level of work comes from a skilled expert.,181,0.83
901,짓,jit,n.,noun,"behavior, act, deed",난 어리석은 짓을 후회한다. — I regret my stupidity.,181,0.74
902,편지,pyeonji,n.,noun,letter,편지를 직접 써서 전하는 일이 거의 없군요. — It is rare to write a letter by hand and deliver it in person.,180,0.87
903,잖아,jana,e.,"ending, connective, final","FINAL, EMPHASIS",내가 이렇게 왔잖아. — I came like this.,180,0.28
904,수,s.,n.,noun,number,사람 수를 세어 보세요. — Count the number of people.,180,0.93
905,방식,bangsik,n.,noun,"way, method",그들은 자기 방식대로 요리를 했다. — They cooked it their own way.,180,0.86
906,음식,eumsik,n.,noun,food,음식이 다 준비됐나요? — Is the food all ready?,180,0.89
907,들이다,deurida,v.,verb,spend; let … in,나는 그 일에 많은 시간과 노력을 들였다. — I put s. much time and effort into that task.,180,0.77
908,아름답다,areumdapda,a.,adjective,beautiful,가을 풍경이 너무 아름답습니다. — The fall scenery is s. beautiful.,180,0.98
909,래/으래,rae/eurae,e.,"ending, connective, final","FINAL, QUOT.",선생님이 나보고 여기 있으래. — The teacher told me to stay here.,180,0.25
910,절,jeol,n.,noun,Buddhist temple,한국 산에는 절이 많네요. — There are many Buddhist temples in the Korean mountains.,179,0.52
911,행위,haengwi,n.,noun,behavior,이건 옳지 못한 행위라는 걸 모르니? — Don’t you know that this behavior is wrong?,179,0.89
